ano,mes,estacao,preco,preco_deflacionado,produto
2015,Outubro,primavera,"40,49","80,18",arroz
2015,Novembro,primavera,"41,18","80,57",arroz
2015,Dezembro,primavera,"41,01","79,89",arroz
2016,Janeiro,verão,"41,52","79,66",arroz
2016,Fevereiro,verão,"41,94","79,84",arroz
2016,Março,verão,"40,31","76,4",arroz
2016,Abril,outono,"39,8","75,17",arroz
2016,Maio,outono,"41,77",78,arroz
2016,Junho,outono,"46,49","85,43",arroz
2016,Julho,inverno,"50,48","93,12",arroz
2016,Agosto,inverno,"50,5","92,75",arroz
2016,Setembro,inverno,"50,06","91,9",arroz
2016,Outubro,primavera,"49,47","90,7",arroz
2016,Novembro,primavera,"49,04","89,87",arroz
2016,Dezembro,primavera,"49,16","89,35",arroz
2017,Janeiro,verão,"49,64","89,83",arroz
2017,Fevereiro,verão,"49,02","88,66",arroz
2017,Março,verão,"42,26","76,72",arroz
2017,Abril,outono,"39,02","71,73",arroz
2017,Maio,outono,"38,99","72,04",arroz
2017,Junho,outono,"39,75","74,16",arroz
2017,Julho,inverno,"40,23","75,28",arroz
2017,Agosto,inverno,"39,65","74,02",arroz
2017,Setembro,inverno,"37,35","69,29",arroz
2017,Outubro,primavera,"36,42","67,51",arroz
2017,Novembro,primavera,"37,27","68,52",arroz
2017,Dezembro,primavera,"37,35","68,17",arroz
2018,Janeiro,verão,"36,76","66,7",arroz
2018,Fevereiro,verão,"35,43","64,2",arroz
2018,Março,verão,"35,06","63,17",arroz
2018,Abril,outono,"35,75","63,82",arroz
2018,Maio,outono,"36,81","64,66",arroz
2018,Junho,outono,"38,99","67,48",arroz
2018,Julho,inverno,"42,02","72,41",arroz
2018,Agosto,inverno,"44,16","75,58",arroz
2018,Setembro,inverno,"45,53","76,56",arroz
2018,Outubro,primavera,"44,74","75,03",arroz
2018,Novembro,primavera,"41,76","70,84",arroz
2018,Dezembro,primavera,"40,15","68,42",arroz
2019,Janeiro,verão,"40,17","68,41",arroz
2019,Fevereiro,verão,"39,94","67,17",arroz
2019,Março,verão,"39,31","65,42",arroz
2019,Abril,outono,"41,78","68,9",arroz
2019,Maio,outono,"44,22","72,63",arroz
2019,Junho,outono,"43,98","71,79",arroz
2019,Julho,inverno,"43,08","70,32",arroz
2019,Agosto,inverno,"43,75","71,78",arroz
2019,Setembro,inverno,"45,4","74,12",arroz
2019,Outubro,primavera,"45,93","74,57",arroz
2019,Novembro,primavera,"46,6","75,03",arroz
2019,Dezembro,primavera,"47,9","75,79",arroz
2020,Janeiro,verão,"49,6","78,41",arroz
2020,Fevereiro,verão,"50,52","79,86",arroz
2020,Março,verão,"49,81","77,47",arroz
2020,Abril,outono,"54,74","85,08",arroz
2020,Maio,outono,"60,72","93,39",arroz
2020,Junho,outono,"61,92","93,72",arroz
2020,Julho,inverno,"64,67","95,65",arroz
2020,Agosto,inverno,"78,94","112,4",arroz
2020,Setembro,inverno,"104,39","143,89",arroz
2020,Outubro,primavera,"105,38","140,1",arroz
2020,Novembro,primavera,"103,98","134,69",arroz
2020,Dezembro,primavera,"96,85","124,52",arroz
2021,Janeiro,verão,"90,47","113,02",arroz
2021,Fevereiro,verão,"88,08","107,14",arroz
2021,Março,verão,"86,05","102,44",arroz
2021,Abril,outono,"87,03","101,36",arroz
2021,Maio,outono,"83,25","93,77",arroz
2021,Junho,outono,"73,15","82,3",arroz
2021,Julho,inverno,"71,83","79,67",arroz
2021,Agosto,inverno,"77,19","85,73",arroz
2021,Setembro,inverno,"74,98","83,73",arroz
2021,Outubro,primavera,"72,26","79,42",arroz
2021,Novembro,primavera,"65,17","72,05",arroz
2021,Dezembro,primavera,"62,47","68,21",arroz
2022,Janeiro,verão,"62,8","67,22",arroz
2022,Fevereiro,verão,"70,62","74,47",arroz
2022,Março,verão,"75,71",78,arroz
2022,Abril,outono,"73,52","75,42",arroz
2022,Maio,outono,"70,86","72,2",arroz
2022,Junho,outono,"72,66","73,57",arroz
2022,Julho,inverno,"76,36","77,61",arroz
2022,Agosto,inverno,"76,47","78,15",arroz
2022,Setembro,inverno,"76,3","78,94",arroz
2022,Outubro,primavera,"78,69","81,92",arroz
2022,Novembro,primavera,"82,89","86,44",arroz
2022,Dezembro,primavera,"90,26","93,84",arroz
2023,Janeiro,verão,"91,36","94,93",arroz
2023,Fevereiro,verão,"87,23","90,61",arroz
2023,Março,verão,"85,75","89,37",arroz
2023,Abril,outono,"87,99","92,65",arroz
2023,Maio,outono,"85,13","91,77",arroz
2023,Junho,outono,"81,92","89,62",arroz
2023,Julho,inverno,"84,17","92,45",arroz
2023,Agosto,inverno,"93,3","102,43",arroz
2023,Setembro,inverno,"100,9","110,29",arroz
2023,Outubro,primavera,"104,12","113,22",arroz
2023,Novembro,primavera,"113,87","123,21",arroz
2023,Dezembro,primavera,"127,36","136,92",arroz
2024,Janeiro,verão,"127,24","137,16",arroz
2024,Fevereiro,verão,"112,79","122,08",arroz
2024,Março,verão,"100,42","109,02",arroz
2024,Abril,outono,"101,91","109,85",arroz
2024,Maio,outono,"114,34","122,18",arroz
2024,Junho,outono,"114,56","121,81",arroz
2024,Julho,inverno,"115,05","121,32",arroz
2024,Agosto,inverno,"117,57","123,84",arroz
2024,Setembro,inverno,"118,82","123,89",arroz
2024,Outubro,primavera,"119,29","122,49",arroz
2024,Novembro,primavera,"111,66","113,31",arroz
2024,Dezembro,primavera,"99,9","100,5",arroz
2025,Janeiro,verão,"99,72","100,21",arroz
2025,Fevereiro,verão,"95,7","95,22",arroz
2025,Março,verão,"82,16","82,16",arroz
2005,janeiro,verão,"32,84","119,03",soja
2005,fevereiro,verão,"29,53","106,61",soja
2005,março,verão,"35,12","125,56",soja
2005,abril,outono,"32,88","116,93",soja
2005,maio,outono,"31,47","112,23",soja
2005,junho,outono,"33,08","118,48",soja
2005,julho,inverno,"32,87","118,19",soja
2005,agosto,inverno,"31,62","114,61",soja
2005,setembro,inverno,"29,75","107,99",soja
2005,outubro,primavera,"28,9","104,22",soja
2005,novembro,primavera,"28,17","101,26",soja
2005,dezembro,primavera,"29,66","106,54",soja
2006,janeiro,verão,"29,25","104,32",soja
2006,fevereiro,verão,"27,53","98,25",soja
2006,março,verão,"25,7","92,15",soja
2006,abril,outono,"24,91","89,28",soja
2006,maio,outono,"26,46","94,5",soja
2006,junho,outono,"27,59","97,87",soja
2006,julho,inverno,"27,73","98,19",soja
2006,agosto,inverno,"27,3","96,3",soja
2006,setembro,inverno,"28,11","98,91",soja
2006,outubro,primavera,"30,54","106,6",soja
2006,novembro,primavera,"33,06","114,71",soja
2006,dezembro,primavera,"31,93","110,52",soja
2007,janeiro,verão,32,"110,31",soja
2007,fevereiro,verão,"32,58","112,04",soja
2007,março,verão,"31,8","109,09",soja
2007,abril,outono,"30,01","102,84",soja
2007,maio,outono,"30,08","102,91",soja
2007,junho,outono,"30,71","104,78",soja
2007,julho,inverno,"31,34","106,53",soja
2007,agosto,inverno,"34,56","115,86",soja
2007,setembro,inverno,"38,67","128,17",soja
2007,outubro,primavera,"39,91","131,28",soja
2007,novembro,primavera,"42,07","136,95",soja
2007,dezembro,primavera,"43,98","141,1",soja
2008,janeiro,verão,"46,23","146,86",soja
2008,fevereiro,verão,"47,71","150,98",soja
2008,março,verão,"45,83","144,03",soja
2008,abril,outono,"44,33","137,8",soja
2008,maio,outono,"44,7","136,36",soja
2008,junho,outono,"49,99","149,67",soja
2008,julho,inverno,"50,58","149,78",soja
2008,agosto,inverno,"44,7","132,88",soja
2008,setembro,inverno,"46,08","136,45",soja
2008,outubro,primavera,"44,63","130,76",soja
2008,novembro,primavera,"45,13","132,11",soja
2008,dezembro,primavera,"44,61","131,17",soja
2009,janeiro,verão,"49,21","144,69",soja
2009,fevereiro,verão,"47,56","140,01",soja
2009,março,verão,"45,35","134,65",soja
2009,abril,outono,"47,95","142,28",soja
2009,maio,outono,"50,39","149,26",soja
2009,junho,outono,"49,89","148,26",soja
2009,julho,inverno,"47,83","143,03",soja
2009,agosto,inverno,"48,2","144,01",soja
2009,setembro,inverno,"46,07","137,32",soja
2009,outubro,primavera,"44,67","133,22",soja
2009,novembro,primavera,"44,06","131,29",soja
2009,dezembro,primavera,"42,87","127,89",soja
2010,janeiro,verão,"39,8","117,54",soja
2010,fevereiro,verão,"35,73","104,38",soja
2010,março,verão,"34,14","99,1",soja
2010,abril,outono,"34,49","99,42",soja
2010,maio,outono,"35,59","100,99",soja
2010,junho,outono,"36,16","102,26",soja
2010,julho,inverno,"38,58","108,89",soja
2010,agosto,inverno,"41,32","115,35",soja
2010,setembro,inverno,"42,59","117,59",soja
2010,outubro,primavera,"44,88","122,66",soja
2010,novembro,primavera,"48,96","131,72",soja
2010,dezembro,primavera,"48,52","130,05",soja
2011,janeiro,verão,"49,63","131,75",soja
2011,fevereiro,verão,"49,28","129,58",soja
2011,março,verão,"46,32","121,03",soja
2011,abril,outono,"44,37","115,37",soja
2011,maio,outono,"44,94","116,85",soja
2011,junho,outono,"45,13","117,5",soja
2011,julho,inverno,"45,77","119,22",soja
2011,agosto,inverno,"46,5","120,4",soja
2011,setembro,inverno,"49,05","126,06",soja
2011,outubro,primavera,"46,21","118,27",soja
2011,novembro,primavera,"45,35","115,57",soja
2011,dezembro,primavera,"45,23","115,47",soja
2012,janeiro,verão,"46,8","119,11",soja
2012,fevereiro,verão,"47,06","119,68",soja
2012,março,verão,"52,23","132,09",soja
2012,abril,outono,"57,57","144,14",soja
2012,maio,outono,"61,11","151,64",soja
2012,junho,outono,"65,22","160,72",soja
2012,julho,inverno,"76,32","185,29",soja
2012,agosto,inverno,"82,01","196,53",soja
2012,setembro,inverno,"82,92","197,01",soja
2012,outubro,primavera,"74,41","177,34",soja
2012,novembro,primavera,"74,6","177,32",soja
2012,dezembro,primavera,"73,25",173,soja
2013,janeiro,verão,"64,62","152,15",soja
2013,fevereiro,verão,"59,93","140,81",soja
2013,março,verão,"57,83","135,46",soja
2013,abril,outono,"55,76","130,71",soja
2013,maio,outono,"58,71","137,17",soja
2013,junho,outono,"65,29","151,38",soja
2013,julho,inverno,"65,26","151,1",soja
2013,agosto,inverno,"66,22","152,62",soja
2013,setembro,inverno,"70,81","161,01",soja
2013,outubro,primavera,"72,43","163,68",soja
2013,novembro,primavera,"74,05","166,85",soja
2013,dezembro,primavera,"74,05","165,73",soja
2014,janeiro,verão,"67,43","150,31",soja
2014,fevereiro,verão,"66,87","147,81",soja
2014,março,verão,"68,78","149,81",soja
2014,abril,outono,"67,89","147,2",soja
2014,maio,outono,"67,81","147,7",soja
2014,junho,outono,"67,54","148,05",soja
2014,julho,inverno,"63,72","140,45",soja
2014,agosto,inverno,"63,45","139,76",soja
2014,setembro,inverno,"58,94","129,82",soja
2014,outubro,primavera,"59,58","130,46",soja
2014,novembro,primavera,"63,01","136,41",soja
2014,dezembro,primavera,"62,42","134,61",soja
2015,janeiro,verão,"59,29","127,01",soja
2015,fevereiro,verão,"60,2","128,28",soja
2015,março,verão,"64,35","135,47",soja
2015,abril,outono,"62,99","131,39",soja
2015,maio,outono,"62,1","129,03",soja
2015,junho,outono,"62,97","129,94",soja
2015,julho,inverno,"67,84","139,19",soja
2015,agosto,inverno,"72,18","147,49",soja
2015,setembro,inverno,"76,62","154,38",soja
2015,outubro,primavera,"78,14","154,73",soja
2015,novembro,primavera,"75,55","147,82",soja
2015,dezembro,primavera,"77,07","150,15",soja
2016,janeiro,verão,"78,46","150,54",soja
2016,fevereiro,verão,"73,32","139,58",soja
2016,março,verão,"69,95","132,58",soja
2016,abril,outono,"73,42","138,66",soja
2016,maio,outono,"82,29","153,67",soja
2016,junho,outono,"90,54","166,37",soja
2016,julho,inverno,"82,84","152,81",soja
2016,agosto,inverno,"77,57","142,46",soja
2016,setembro,inverno,"76,14","139,78",soja
2016,outubro,primavera,"73,93","135,55",soja
2016,novembro,primavera,"74,9","137,25",soja
2016,dezembro,primavera,"74,71","135,79",soja
2017,janeiro,verão,"71,57","129,52",soja
2017,fevereiro,verão,"68,78","124,4",soja
2017,março,verão,"64,92","117,86",soja
2017,abril,outono,"61,16","112,43",soja
2017,maio,outono,"64,06","118,37",soja
2017,junho,outono,"63,59","118,64",soja
2017,julho,inverno,"66,23","123,93",soja
2017,agosto,inverno,"63,86","119,21",soja
2017,setembro,inverno,65,"120,59",soja
2017,outubro,primavera,"66,48","123,23",soja
2017,novembro,primavera,"69,03","126,92",soja
2017,dezembro,primavera,"70,03","127,82",soja
2018,janeiro,verão,"67,42","122,34",soja
2018,fevereiro,verão,"69,43","125,8",soja
2018,março,verão,"73,64","132,68",soja
2018,abril,outono,"79,6","142,09",soja
2018,maio,outono,"80,32","141,09",soja
2018,junho,outono,"78,44","135,76",soja
2018,julho,inverno,"81,97","141,25",soja
2018,agosto,inverno,"83,64","143,15",soja
2018,setembro,inverno,"88,84","149,39",soja
2018,outubro,primavera,"84,18","141,17",soja
2018,novembro,primavera,"78,33","132,88",soja
2018,dezembro,primavera,"75,6","128,83",soja
2019,janeiro,verão,"72,02","122,65",soja
2019,fevereiro,verão,"72,78","122,4",soja
2019,março,verão,"73,02","121,52",soja
2019,abril,outono,"71,78","118,37",soja
2019,maio,outono,"72,91","119,76",soja
2019,junho,outono,"76,26","124,49",soja
2019,julho,inverno,"73,78","120,44",soja
2019,agosto,inverno,"78,74","129,19",soja
2019,setembro,inverno,"80,44","131,33",soja
2019,outubro,primavera,"82,63","134,16",soja
2019,novembro,primavera,"84,28","135,69",soja
2019,dezembro,primavera,"83,31","131,82",soja
2020,janeiro,verão,"82,6","130,57",soja
2020,fevereiro,verão,"81,45","128,75",soja
2020,março,verão,"88,23","137,22",soja
2020,abril,outono,"95,19","147,95",soja
2020,maio,outono,"103,34","158,94",soja
2020,junho,outono,"103,43","156,55",soja
2020,julho,inverno,"109,45","161,88",soja
2020,agosto,inverno,"122,52","174,46",soja
2020,setembro,inverno,"136,72","188,45",soja
2020,outubro,primavera,"158,41","210,6",soja
2020,novembro,primavera,"164,55","213,15",soja
2020,dezembro,primavera,"145,12","186,58",soja
2021,janeiro,verão,"163,9","204,75",soja
2021,fevereiro,verão,"161,56","196,52",soja
2021,março,verão,"164,51","195,85",soja
2021,abril,outono,"170,8","198,93",soja
2021,maio,outono,"171,36","193,02",soja
2021,junho,outono,"157,16","176,82",soja
2021,julho,inverno,"162,65","180,4",soja
2021,agosto,inverno,"168,09","186,68",soja
2021,setembro,inverno,"169,57","189,36",soja
2021,outubro,primavera,"168,22","184,9",soja
2021,novembro,primavera,"162,38","179,52",soja
2021,dezembro,primavera,"166,74","182,07",soja
2022,janeiro,verão,"176,31","188,73",soja
2022,fevereiro,verão,"191,63","202,08",soja
2022,março,verão,"195,85","201,76",soja
2022,abril,outono,"182,2","186,91",soja
2022,maio,outono,"188,96","192,52",soja
2022,junho,outono,"189,82","192,2",soja
2022,julho,inverno,"184,63","187,65",soja
2022,agosto,inverno,"181,86","185,86",soja
2022,setembro,inverno,"181,72",188,soja
2022,outubro,primavera,"179,71","187,08",soja
2022,novembro,primavera,"182,44","190,26",soja
2022,dezembro,primavera,"177,28","184,3",soja
2023,janeiro,verão,"170,87","177,55",soja
2023,fevereiro,verão,"165,56","171,97",soja
2023,março,verão,"155,19","161,74",soja
2023,abril,outono,"139,11","146,48",soja
2023,maio,outono,"131,16","141,4",soja
2023,junho,outono,"128,43","140,5",soja
2023,julho,inverno,"137,38","150,9",soja
2023,agosto,inverno,"139,84","153,52",soja
2023,setembro,inverno,"139,16","152,1",soja
2023,outubro,primavera,"136,91","148,88",soja
2023,novembro,primavera,"138,17","149,5",soja
2023,dezembro,primavera,"139,12","149,56",soja
2024,janeiro,verão,"121,18","130,62",soja
2024,fevereiro,verão,"111,93","121,15",soja
2024,março,verão,"117,28","127,33",soja
2024,abril,outono,"122,66","132,22",soja
2024,maio,outono,"130,96","139,94",soja
2024,junho,outono,"133,98","142,46",soja
2024,julho,inverno,"133,5","140,78",soja
2024,agosto,inverno,"129,24","136,13",soja
2024,setembro,inverno,"136,65","142,48",soja
2024,outubro,primavera,"139,71","143,45",soja
2024,novembro,primavera,"140,47","142,55",soja
2024,dezembro,primavera,"138,38","139,22",soja
2025,janeiro,verão,"129,56","130,2",soja
2025,fevereiro,verão,"126,01","125,38",soja
2025,março,verão,"127,95","127,95",soja
2005,janeiro,verão,"17,82","64,59",milho
2005,fevereiro,verão,"17,47","63,07",milho
2005,março,verão,"20,06","71,72",milho
2005,abril,outono,"19,35","68,81",milho
2005,maio,outono,"19,02","67,83",milho
2005,junho,outono,"19,55","70,02",milho
2005,julho,inverno,"19,26","69,26",milho
2005,agosto,inverno,"18,64","67,56",milho
2005,setembro,inverno,"18,36","66,64",milho
2005,outubro,primavera,"17,78","64,12",milho
2005,novembro,primavera,"16,5","59,31",milho
2005,dezembro,primavera,"16,74","60,13",milho
2006,janeiro,verão,"17,55","62,59",milho
2006,fevereiro,verão,"16,52","58,96",milho
2006,março,verão,"14,62","52,42",milho
2006,abril,outono,"14,44","51,76",milho
2006,maio,outono,"15,25","54,46",milho
2006,junho,outono,"16,47","58,42",milho
2006,julho,inverno,"16,69","59,1",milho
2006,agosto,inverno,"16,86","59,47",milho
2006,setembro,inverno,"17,94","63,12",milho
2006,outubro,primavera,"21,09","73,61",milho
2006,novembro,primavera,"22,93","79,56",milho
2006,dezembro,primavera,"24,96","86,4",milho
2007,janeiro,verão,"25,02","86,25",milho
2007,fevereiro,verão,"22,02","75,72",milho
2007,março,verão,"20,2","69,3",milho
2007,abril,outono,"19,21","65,83",milho
2007,maio,outono,"18,93","64,76",milho
2007,junho,outono,"19,58","66,8",milho
2007,julho,inverno,"18,97","64,48",milho
2007,agosto,inverno,"22,13","74,19",milho
2007,setembro,inverno,"26,95","89,33",milho
2007,outubro,primavera,"27,36",90,milho
2007,novembro,primavera,"31,72","103,26",milho
2007,dezembro,primavera,"33,8","108,44",milho
2008,janeiro,verão,"30,93","98,25",milho
2008,fevereiro,verão,"27,79","87,94",milho
2008,março,verão,"27,19","85,45",milho
2008,abril,outono,"26,62","82,75",milho
2008,maio,outono,"27,43","83,68",milho
2008,junho,outono,"26,88","80,48",milho
2008,julho,inverno,"27,76","82,2",milho
2008,agosto,inverno,"24,56","73,01",milho
2008,setembro,inverno,"23,78","70,42",milho
2008,outubro,primavera,"22,32","65,4",milho
2008,novembro,primavera,"20,51","60,04",milho
2008,dezembro,primavera,"20,75","61,01",milho
2009,janeiro,verão,"23,67","69,6",milho
2009,fevereiro,verão,"22,26","65,53",milho
2009,março,verão,"20,62","61,22",milho
2009,abril,outono,"21,29","63,18",milho
2009,maio,outono,"22,25","65,91",milho
2009,junho,outono,"22,24","66,09",milho
2009,julho,inverno,"20,55","61,45",milho
2009,agosto,inverno,"19,42","58,02",milho
2009,setembro,inverno,"19,12","56,99",milho
2009,outubro,primavera,"20,6","61,44",milho
2009,novembro,primavera,"20,41","60,82",milho
2009,dezembro,primavera,"20,02","59,73",milho
2010,janeiro,verão,"19,66","58,06",milho
2010,fevereiro,verão,"18,35","53,61",milho
2010,março,verão,"18,47","53,61",milho
2010,abril,outono,"18,16","52,35",milho
2010,maio,outono,"18,67","52,98",milho
2010,junho,outono,"19,43","54,95",milho
2010,julho,inverno,"18,84","53,18",milho
2010,agosto,inverno,"20,56","57,4",milho
2010,setembro,inverno,"24,36","67,26",milho
2010,outubro,primavera,"25,15","68,73",milho
2010,novembro,primavera,"28,29","76,11",milho
2010,dezembro,primavera,"28,36","76,01",milho
2011,janeiro,verão,"30,35","80,57",milho
2011,fevereiro,verão,"31,68","83,3",milho
2011,março,verão,"31,44","82,15",milho
2011,abril,outono,"29,94","77,85",milho
2011,maio,outono,"28,69","74,6",milho
2011,junho,outono,"30,75","80,06",milho
2011,julho,inverno,"30,31","78,95",milho
2011,agosto,inverno,"30,2","78,2",milho
2011,setembro,inverno,"31,92","82,04",milho
2011,outubro,primavera,"30,75","78,7",milho
2011,novembro,primavera,"29,81","75,97",milho
2011,dezembro,primavera,"28,18","71,94",milho
2012,janeiro,verão,"31,08","79,1",milho
2012,fevereiro,verão,"28,4","72,23",milho
2012,março,verão,"28,89","73,07",milho
2012,abril,outono,"25,83","64,67",milho
2012,maio,outono,"24,91","61,81",milho
2012,junho,outono,"24,13","59,46",milho
2012,julho,inverno,"29,01","70,43",milho
2012,agosto,inverno,"33,25","79,68",milho
2012,setembro,inverno,"32,23","76,57",milho
2012,outubro,primavera,"31,35","74,71",milho
2012,novembro,primavera,"34,09","81,03",milho
2012,dezembro,primavera,"34,96","82,57",milho
2013,janeiro,verão,"32,75","77,11",milho
2013,fevereiro,verão,"32,34","75,99",milho
2013,março,verão,"30,71","71,94",milho
2013,abril,outono,"26,41","61,91",milho
2013,maio,outono,"26,02","60,79",milho
2013,junho,outono,"26,45","61,33",milho
2013,julho,inverno,25,"57,88",milho
2013,agosto,inverno,"24,04","55,4",milho
2013,setembro,inverno,"25,07",57,milho
2013,outubro,primavera,"24,12","54,51",milho
2013,novembro,primavera,"25,59","57,66",milho
2013,dezembro,primavera,"26,45","59,2",milho
2014,janeiro,verão,"26,83","59,81",milho
2014,fevereiro,verão,"30,62","67,68",milho
2014,março,verão,"32,84","71,53",milho
2014,abril,outono,"31,18","67,61",milho
2014,maio,outono,"28,75","62,62",milho
2014,junho,outono,"26,38","57,83",milho
2014,julho,inverno,"23,66","52,15",milho
2014,agosto,inverno,"22,91","50,46",milho
2014,setembro,inverno,"22,02","48,5",milho
2014,outubro,primavera,"23,62","51,72",milho
2014,novembro,primavera,"27,66","59,88",milho
2014,dezembro,primavera,"27,67","59,67",milho
2015,janeiro,verão,"27,41","58,72",milho
2015,fevereiro,verão,"27,99","59,64",milho
2015,março,verão,"29,44","61,98",milho
2015,abril,outono,"27,61","57,59",milho
2015,maio,outono,"25,34","52,65",milho
2015,junho,outono,"25,03","51,65",milho
2015,julho,inverno,"25,99","53,32",milho
2015,agosto,inverno,"27,4","55,99",milho
2015,setembro,inverno,"31,04","62,54",milho
2015,outubro,primavera,"32,83","65,01",milho
2015,novembro,primavera,"33,57","65,68",milho
2015,dezembro,primavera,"35,33","68,83",milho
2016,janeiro,verão,"41,65","79,91",milho
2016,fevereiro,verão,"42,98","81,82",milho
2016,março,verão,"47,79","90,58",milho
2016,abril,outono,"48,92","92,39",milho
2016,maio,outono,"51,48","96,13",milho
2016,junho,outono,"49,12","90,26",milho
2016,julho,inverno,"44,42","81,94",milho
2016,agosto,inverno,"45,43","83,43",milho
2016,setembro,inverno,"41,91","76,94",milho
2016,outubro,primavera,"42,12","77,23",milho
2016,novembro,primavera,"38,77","71,05",milho
2016,dezembro,primavera,"38,29","69,59",milho
2017,janeiro,verão,"35,92",65,milho
2017,fevereiro,verão,"36,21","65,49",milho
2017,março,verão,"33,77","61,31",milho
2017,abril,outono,"28,32","52,06",milho
2017,maio,outono,"27,76","51,29",milho
2017,junho,outono,"26,75","49,91",milho
2017,julho,inverno,"26,33","49,27",milho
2017,agosto,inverno,"26,67","49,79",milho
2017,setembro,inverno,"29,11","54,01",milho
2017,outubro,primavera,"31,26","57,94",milho
2017,novembro,primavera,"31,75","58,37",milho
2017,dezembro,primavera,"32,38","59,1",milho
2018,janeiro,verão,"32,7","59,34",milho
2018,fevereiro,verão,"34,76","62,98",milho
2018,março,verão,"41,37","74,54",milho
2018,abril,outono,"39,92","71,26",milho
2018,maio,outono,"42,69","74,99",milho
2018,junho,outono,"40,55","70,18",milho
2018,julho,inverno,"37,22","64,14",milho
2018,agosto,inverno,"41,17","70,46",milho
2018,setembro,inverno,"40,31","67,78",milho
2018,outubro,primavera,"36,43","61,09",milho
2018,novembro,primavera,"36,56","62,02",milho
2018,dezembro,primavera,"37,83","64,47",milho
2019,janeiro,verão,"38,91","66,26",milho
2019,fevereiro,verão,"40,89","68,77",milho
2019,março,verão,"39,82","66,27",milho
2019,abril,outono,"36,42","60,06",milho
2019,maio,outono,"34,84","57,23",milho
2019,junho,outono,"38,04","62,1",milho
2019,julho,inverno,"37,1","60,56",milho
2019,agosto,inverno,"36,41","59,74",milho
2019,setembro,inverno,"37,64","61,45",milho
2019,outubro,primavera,"41,51","67,4",milho
2019,novembro,primavera,"44,54","71,71",milho
2019,dezembro,primavera,"48,16","76,2",milho
2020,janeiro,verão,"51,07","80,73",milho
2020,fevereiro,verão,"51,69","81,71",milho
2020,março,verão,"57,41","89,28",milho
2020,abril,outono,"52,92","82,25",milho
2020,maio,outono,"50,12","77,08",milho
2020,junho,outono,"47,76","72,29",milho
2020,julho,inverno,"49,7","73,51",milho
2020,agosto,inverno,"56,62","80,62",milho
2020,setembro,inverno,"60,06","82,78",milho
2020,outubro,primavera,"72,71","96,66",milho
2020,novembro,primavera,"80,31","104,03",milho
2020,dezembro,primavera,"75,33","96,85",milho
2021,janeiro,verão,"83,65","104,5",milho
2021,fevereiro,verão,"83,89","102,04",milho
2021,março,verão,"91,51","108,94",milho
2021,abril,outono,"97,15","113,15",milho
2021,maio,outono,"100,72","113,45",milho
2021,junho,outono,"92,09","103,61",milho
2021,julho,inverno,"97,48","108,12",milho
2021,agosto,inverno,"98,64","109,55",milho
2021,setembro,inverno,"92,44","103,23",milho
2021,outubro,primavera,"89,92","98,83",milho
2021,novembro,primavera,"84,19","93,08",milho
2021,dezembro,primavera,"88,03","96,12",milho
2022,janeiro,verão,"96,04","102,8",milho
2022,fevereiro,verão,"96,85","102,13",milho
2022,março,verão,"99,69","102,7",milho
2022,abril,outono,"88,78","91,08",milho
2022,maio,outono,"87,36","89,01",milho
2022,junho,outono,"85,64","86,72",milho
2022,julho,inverno,"81,98","83,32",milho
2022,agosto,inverno,"82,52","84,33",milho
2022,setembro,inverno,"84,06","86,96",milho
2022,outubro,primavera,"84,53",88,milho
2022,novembro,primavera,"84,99","88,63",milho
2022,dezembro,primavera,"86,01","89,42",milho
2023,janeiro,verão,"86,11","89,47",milho
2023,fevereiro,verão,"85,74","89,06",milho
2023,março,verão,"84,88","88,46",milho
2023,abril,outono,"74,85","78,81",milho
2023,maio,outono,"58,16","62,7",milho
2023,junho,outono,"55,04","60,21",milho
2023,julho,inverno,"54,98","60,39",milho
2023,agosto,inverno,"53,34","58,56",milho
2023,setembro,inverno,"54,63","59,71",milho
2023,outubro,primavera,"59,13","64,3",milho
2023,novembro,primavera,"60,65","65,62",milho
2023,dezembro,primavera,"66,77","71,78",milho
2024,janeiro,verão,"65,83","70,96",milho
2024,fevereiro,verão,"62,58","67,73",milho
2024,março,verão,"62,72","68,09",milho
2024,abril,outono,"59,63","64,28",milho
2024,maio,outono,"58,92","62,96",milho
2024,junho,outono,"57,86","61,52",milho
2024,julho,inverno,"57,22","60,34",milho
2024,agosto,inverno,"59,58","62,76",milho
2024,setembro,inverno,"62,6","65,27",milho
2024,outubro,primavera,"68,79","70,63",milho
2024,novembro,primavera,"73,68","74,77",milho
2024,dezembro,primavera,"72,92","73,36",milho
2025,janeiro,verão,"74,17","74,54",milho
2025,fevereiro,verão,"80,76","80,36",milho
2025,março,verão,"89,12","89,12",milho
